19.0,95.0,3264.0
18.0,105.0,3459.0
15.0,72.0,3432.0
15.0,72.0,3158.0
16.0,170.0,4668.0
15.0,145.0,4440.0
16.0,150.0,4498.0
14.0,148.0,4657.0
17.0,110.0,3907.0
16.0,105.0,3897.0
15.0,110.0,3730.0
18.0,95.0,3785.0
21.0,110.0,3039.0
20.0,110.0,3221.0
13.0,129.0,3169.0
29.0,75.0,2171.0
23.0,83.0,2639.0
20.0,100.0,2914.0
23.0,78.0,2592.0
24.0,96.0,2702.0
25.0,71.0,2223.0
24.0,97.0,2545.0
18.0,97.0,2984.0
29.0,70.0,1937.0
19.0,90.0,3211.0
23.0,95.0,2694.0
23.0,88.0,2957.0
22.0,98.0,2945.0
25.0,115.0,2671.0
33.0,53.0,1795.0
28.0,86.0,2464.0
25.0,81.0,2220.0
25.0,92.0,2572.0
26.0,79.0,2255.0
27.0,83.0,2202.0
17.5,140.0,4215.0
16.0,150.0,4190.0
15.5,120.0,3962.0
14.5,152.0,4215.0
22.0,100.0,3233.0
22.0,105.0,3353.0
24.0,81.0,3012.0
22.5,90.0,3085.0
29.0,52.0,2035.0
24.5,60.0,2164.0
29.0,70.0,1937.0
33.0,53.0,1795.0
20.0,100.0,3651.0
18.0,78.0,3574.0
18.5,110.0,3645.0
17.5,95.0,3193.0
29.5,71.0,1825.0
32.0,70.0,1990.0
28.0,75.0,2155.0
26.5,72.0,2565.0
20.0,102.0,3150.0
13.0,150.0,3940.0
19.0,88.0,3270.0
19.0,108.0,2930.0
16.5,120.0,3820.0
16.5,180.0,4380.0
13.0,145.0,4055.0
13.0,130.0,3870.0
13.0,150.0,3755.0
31.5,68.0,2045.0
30.0,80.0,2155.0
36.0,58.0,1825.0
25.5,96.0,2300.0
33.5,70.0,1945.0
17.5,145.0,3880.0
17.0,110.0,4060.0
15.5,145.0,4140.0
15.0,130.0,4295.0
17.5,110.0,3520.0
20.5,105.0,3425.0
19.0,100.0,3630.0
18.5,98.0,3525.0
16.0,180.0,4220.0
15.5,170.0,4165.0
15.5,190.0,4325.0
16.0,149.0,4335.0
29.0,78.0,1940.0
24.5,88.0,2740.0
26.0,75.0,2265.0
25.5,89.0,2755.0
30.5,63.0,2051.0
33.5,83.0,2075.0
30.0,67.0,1985.0
30.5,78.0,2190.0
22.0,97.0,2815.0
21.5,110.0,2600.0
21.5,110.0,2720.0
43.1,48.0,1985.0
36.1,66.0,1800.0
32.8,52.0,1985.0
39.4,70.0,2070.0
36.1,60.0,1800.0
19.9,110.0,3365.0
19.4,140.0,3735.0
20.2,139.0,3570.0
19.2,105.0,3535.0
20.5,95.0,3155.0
20.2,85.0,2965.0
25.1,88.0,2720.0
20.5,100.0,3430.0
19.4,90.0,3210.0
20.6,105.0,3380.0
20.8,85.0,3070.0
18.6,110.0,3620.0
18.1,120.0,3410.0
19.2,145.0,3425.0
17.7,165.0,3445.0
18.1,139.0,3205.0
17.5,140.0,4080.0
30.0,68.0,2155.0
27.5,95.0,2560.0
27.2,97.0,2300.0
30.9,75.0,2230.0
21.1,95.0,2515.0
23.2,105.0,2745.0
23.8,85.0,2855.0
23.9,97.0,2405.0
20.3,103.0,2830.0
17.0,125.0,3140.0
21.6,115.0,2795.0
16.2,133.0,3410.0
31.5,71.0,1990.0
29.5,68.0,2135.0
21.5,115.0,3245.0
19.8,85.0,2990.0
22.3,88.0,2890.0
20.2,90.0,3265.0
20.6,110.0,3360.0
17.0,130.0,3840.0
17.6,129.0,3725.0
16.5,138.0,3955.0
18.2,135.0,3830.0
16.9,155.0,4360.0
15.5,142.0,4054.0
19.2,125.0,3605.0
18.5,150.0,3940.0
31.9,71.0,1925.0
34.1,65.0,1975.0
35.7,80.0,1915.0
27.4,80.0,2670.0
25.4,77.0,3530.0
23.0,125.0,3900.0
27.2,71.0,3190.0
23.9,90.0,3420.0
34.2,70.0,2200.0
34.5,70.0,2150.0
31.8,65.0,2020.0
37.3,69.0,2130.0
28.4,90.0,2670.0
28.8,115.0,2595.0
26.8,115.0,2700.0
33.5,90.0,2556.0
41.5,76.0,2144.0
38.1,60.0,1968.0
32.1,70.0,2120.0
37.2,65.0,2019.0
28.0,90.0,2678.0
26.4,88.0,2870.0
24.3,90.0,3003.0
19.1,90.0,3381.0
34.3,78.0,2188.0
29.8,90.0,2711.0
31.3,75.0,2542.0
37.0,92.0,2434.0
32.2,75.0,2265.0
46.6,65.0,2110.0
27.9,105.0,2800.0
40.8,65.0,2110.0
44.3,48.0,2085.0
43.4,48.0,2335.0
36.4,67.0,2950.0
30.0,67.0,3250.0
44.6,67.0,1850.0
33.8,67.0,2145.0
29.8,62.0,1845.0
32.7,132.0,2910.0
23.7,100.0,2420.0
35.0,88.0,2500.0
32.4,72.0,2290.0
27.2,84.0,2490.0
26.6,84.0,2635.0
25.8,92.0,2620.0
23.5,110.0,2725.0
30.0,84.0,2385.0
39.1,58.0,1755.0
39.0,64.0,1875.0
35.1,60.0,1760.0
32.3,67.0,2065.0
37.0,65.0,1975.0
37.7,62.0,2050.0
34.1,68.0,1985.0
34.7,63.0,2215.0
34.4,65.0,2045.0
29.9,65.0,2380.0
33.0,74.0,2190.0
33.7,75.0,2210.0
32.4,75.0,2350.0
32.9,100.0,2615.0
31.6,74.0,2635.0
28.1,80.0,3230.0
30.7,76.0,3160.0
25.4,116.0,2900.0
24.2,120.0,2930.0
22.4,110.0,3415.0
26.6,105.0,3725.0
20.2,88.0,3060.0
17.6,85.0,3465.0
28.0,88.0,2605.0
27.0,88.0,2640.0
34.0,88.0,2395.0
31.0,85.0,2575.0
29.0,84.0,2525.0
27.0,90.0,2735.0
24.0,92.0,2865.0
36.0,74.0,1980.0
37.0,68.0,2025.0
31.0,68.0,1970.0
38.0,63.0,2125.0
36.0,70.0,2125.0
36.0,88.0,2160.0
36.0,75.0,2205.0
34.0,70.0,2245.0
38.0,67.0,1965.0
32.0,67.0,1965.0
38.0,67.0,1995.0
25.0,110.0,2945.0
38.0,85.0,3015.0
26.0,92.0,2585.0
22.0,112.0,2835.0
32.0,96.0,2665.0
36.0,84.0,2370.0
27.0,90.0,2950.0
27.0,86.0,2790.0
44.0,52.0,2130.0
32.0,84.0,2295.0
28.0,79.0,2625.0
31.0,82.0,2720.0
